Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location
Broadway & Erie St,10997,-73.73886,42.67076,"22, 805",Albany,NORTH 1ST STREET,No,No,No,No,Yes,No,"(42.67076, -73.73886)"
7th Ave & Ingalls St,13053,,,802,Troy,INGALLS AVENUE,No,No,No,No,No,No,
Western Ave & Windingbrook Dr,10607,-73.9026,42.70023,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.70023, -73.9026)"
2343 Western Ave,391,-73.91764,42.70655,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.70655, -73.91764)"
Whitehall Rd & Sycamore St,2247,-73.79942,42.64671,"106, 801, 805, 806",Albany,SYCAMORE STREET,No,No,No,No,Yes,No,"(42.64671, -73.79942)"
Cutler St & 7th Ave,13344,,,810,Schenectady,SIXTH AVENUE,No,No,No,No,Yes,No,
Wilkes Ave & University Pl,13289,,,600,Amsterdam,UNIVERSITY PLACE,No,No,No,No,Yes,No,
Donegal Ave & Ballina St,4487,-73.67681,42.70255,802,Troy,DUNLEER DRIVE,No,No,No,No,Yes,No,"(42.70255, -73.67681)"
Hillside Ave & Commerce Park,12401,-73.9047,42.83194,351,Niskayuna,UNKNOWN,No,No,No,No,Yes,No,"(42.83194, -73.9047)"
TSP River St @ Hutton St SB CO,5214,-73.68671161,42.73793035,"922, 923",Troy,UNKNOWN,No,No,No,No,No,No,"(42.73793035, -73.68671161)"
North Lake Ave & Western Ave,13431,,,806,Albany,WESTERN AVENUE,No,No,No,No,No,No,
Guilderland Ave & Hegeman St,3686,-73.963587,42.794903,763,Schenectady,HEGEMAN STREET,No,No,No,No,Yes,No,"(42.794903, -73.963587)"
Whitehall Rd & Westford St,12894,,,"106, 801, 803",Albany,WESTFORD STREET,No,No,No,No,Yes,No,
Nott St & Glenwood Blvd,3519,-73.91546,42.818809,"352, 354, 810",Schenectady,WEST ALLEY,No,No,No,No,Yes,No,"(42.818809, -73.91546)"
Union St & Park Ave,3665,-73.92595,42.81265,"370, 810, 998",Schenectady,UNIVERSITY PLACE,No,No,No,No,Yes,No,"(42.81265, -73.92595)"
Coleen Rd & Country Garden Apts,13077,,,802,Troy,UNKNOWN,No,No,No,No,No,No,
Cohoes Rd & Tibbits Ave,11036,-73.700733,42.750368,182,Colonie,TIBBITS AVENUE,No,No,No,No,Yes,No,"(42.750368, -73.700733)"
Hudson Valley Community College,4258,-73.68806,42.6962,"85, 224",Troy,VANDENBURGH AVENUE,No,Yes,Yes,No,Yes,No,"(42.6962, -73.68806)"
Mt. Hope Dr & Garland Ct,10736,-73.77364,42.63165,"107, 801, 803, 805",Albany,UNKNOWN,No,No,No,No,No,No,"(42.63165, -73.77364)"
800 Rt 7 (NYSUT),2463,-73.78364,42.75872,370,Colonie,WHITNEY ROAD,No,Yes,Yes,No,Yes,No,"(42.75872, -73.78364)"
Second Ave & Putnam St,3363,-73.76888,42.63916,"801, 805, 872",Albany,BOENAU STREET,No,No,No,No,No,No,"(42.63916, -73.76888)"
Delaware Ave & Maple Ridge Ave,1339,-73.78721,42.63913,"18, 801, 872",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.63913, -73.78721)"
Middleburgh St & 8th St,13060,,,802,Troy,8TH STREET,No,No,No,No,No,No,
TSP North Pearl @ Clinton Ave NB CI,5337,-73.75008416,42.65370025,"922, 923",Albany,CLINTON AVENUE,No,No,No,No,No,No,"(42.65370025, -73.75008416)"
58 Southern Blvd,16,-73.78448,42.63784,805,Albany,DELAWARE AVENUE,No,No,No,No,Yes,No,"(42.63784, -73.78448)"
TSP South Pearl @ First Ave SB CO,5526,-73.76469771,42.63496904,923,Albany,GREEN STREET,No,No,No,No,No,No,"(42.63496904, -73.76469771)"
7th Ave & Douw St,13062,,,802,Troy,INGALLS AVENUE,No,No,No,No,No,No,
TSP Broadway @ Livingston Ave SB CO,5264,-73.74826078,42.65760171,"922, 923",Albany,UNKNOWN,No,No,No,No,No,No,"(42.65760171, -73.74826078)"
Rt 50  & Church St,3612,-73.96065,42.82766,"450, 873",Glenville,CATHERINE STREET,No,No,No,No,Yes,No,"(42.82766, -73.96065)"
Delaware Ave & Elm St,466,-73.7681,42.6512,"18, 801, 803, 805, 806",Albany,ELM STREET,Yes,Yes,Yes,No,Yes,No,"(42.6512, -73.7681)"
Burns Apartments,12771,,,"802, 815",Troy,UNKNOWN,No,No,No,No,No,No,
Federal St & 5th Ave,10077,-73.687488,42.734327,"85, 286, 289, 802",Troy,4TH STREET,No,No,No,No,Yes,No,"(42.734327, -73.687488)"
TSP 4th St @ Congress St NB CI,5379,-73.689768,42.727818,"922, 923",Troy,UNKNOWN,No,No,No,No,No,No,"(42.727818, -73.689768)"
Western Ave & N. Main Ave,3428,-73.78833,42.665376,"10, 11, 115, 805, 808",Albany,NORTH MAIN AVENUE,No,No,No,No,Yes,No,"(42.665376, -73.78833)"
Cherry Ave & Custer Rd,1315,-73.85234,42.61625,"18, 519",Bethlehem,CUSTER ROAD,No,No,No,No,Yes,No,"(42.61625, -73.85234)"
Washington Ave & Manor Dr,10782,-73.72454,42.65953,"214, 808",Rensselaer,EIGHTH STREET,No,No,No,No,Yes,No,"(42.65953, -73.72454)"
Alvey St & Albany St,13104,,,810,Schenectady,STATE STREET,No,No,No,No,No,No,
Veterans Memorial Park (Nature Bus),12993,,,872,Bethlehem,HUDSON AVENUE,Yes,No,No,No,No,No,
Central Ave & Lexington Ave,136,-73.767022,42.660076,"1, 803, 807",Albany,LEXINGTON AVENUE,No,No,No,No,Yes,No,"(42.660076, -73.767022)"
Rt 2 & Delatour Rd,3756,-73.73071,42.73833,370,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.73833, -73.73071)"
Watt St & Dartmouth St,13101,,,810,Schenectady,DARTMOUTH STREET,No,No,No,No,No,No,
Saratoga Museum of Dance (Victorian Stroll Only),10316,,,,Saratoga Springs,UNKNOWN,No,No,No,No,No,No,
N. Allen St & Washington Ave,1212,-73.7876,42.67062,"106, 801, 803, 806",Albany,SPRING STREET,No,No,No,No,Yes,No,"(42.67062, -73.7876)"
Florida Ave & Collins St,13307,,,601,Amsterdam,UNKNOWN,No,No,No,No,Yes,No,
Rt 50 & Geyser Rd,12840,-73.80723,43.057946,"450, 451",Saratoga Springs,AVENUE OF THE PINES,No,No,Yes,No,Yes,No,"(43.057946, -73.80723)"
Western Ave & Chapman Dr,408,-73.84948,42.68478,"10, 117, 190",Guilderland,UNKNOWN,No,No,Yes,No,Yes,No,"(42.68478, -73.84948)"
Clinton Square Station - N. Pearl St & Clinton Ave,2168,-73.750201,42.65383,"10, 12, 100, 106, 107, 125, 806, 872, 922, 923",Albany,CLINTON AVENUE,Yes,Yes,Yes,No,Yes,No,"(42.65383, -73.750201)"
3rd St & Jackson St,360,-73.69373,42.71565,"85, 224, 802",Troy,MONROE STREET,No,No,No,No,Yes,No,"(42.71565, -73.69373)"
Rt 2 & Lindbergh Dr,2912,-73.75626,42.74602,370,Colonie,LINDBERGH DRIVE,No,No,No,No,Yes,No,"(42.74602, -73.75626)"
Columbia Tpke & Park Ave,2238,-73.70212,42.59112,233,East Greenbush,ELMWOOD DRIVE,No,No,No,No,Yes,No,"(42.59112, -73.70212)"
Wolf Rd & Newbury Plaza,10506,-73.81383,42.71389,"1, 117, 125, 190, 807",Colonie,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.71389, -73.81383)"
Columbia Tpke & Van's Gift Store,2597,-73.68522,42.56918,233,Schodack,KRUG ROAD,No,No,No,No,Yes,No,"(42.56918, -73.68522)"
Albany County Rail Trail Slingerlands (Nature Bus),13000,,,872,Bethlehem,GROVE STREET,No,No,No,No,No,No,
Delaware Ave & Lincoln Ave,1429,-73.81876,42.62725,"18, 872",Bethlehem,UNKNOWN,No,No,No,No,Yes,No,"(42.62725, -73.81876)"
Carman Rd & Rainbow Dr (Lynn Wood Church),3683,-73.9383,42.72815,763,Guilderland,RAINBOW DRIVE,No,No,No,No,Yes,No,"(42.72815, -73.9383)"
Executive Park Dr & Tower Pl,12022,-73.84042,42.68589,"10, 808",Guilderland,UNKNOWN,Yes,Yes,Yes,No,Yes,No,"(42.68589, -73.84042)"
The Gade Farm,1657,-73.92356,42.70866,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.70866, -73.92356)"
Fox Preserve,15590,,,873,Colonie,UNKNOWN,No,No,No,No,Yes,No,
Washington Ave & Danker Ave,3399,-73.79512,42.67522,"12, 114, 801, 803",Albany,DANKER AVENUE,No,No,No,No,Yes,No,"(42.67522, -73.79512)"
Ontario St & Remsen St,19253,-73.701432,42.77433,182,Cohoes,REMSEN STREET,No,No,No,No,Yes,No,"(42.77433, -73.701432)"
Hoosick St & 17th St,2889,-73.673211,42.738691,"87, 96, 802",Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.738691, -73.673211)"
TSP Broadway @ 13th ST SB CO,5236,-73.7010121,42.72280493,"922, 923",Watervliet,UNKNOWN,No,No,No,No,No,No,"(42.72280493, -73.7010121)"
Madison Ave & Partridge St,272,-73.78397,42.66185,"114, 805",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.66185, -73.78397)"
Victoria Way & Whitehall Rd (Whitehall Station),1102,,,813,Albany,VICTORIA WAY,No,No,No,No,Yes,No,
TSP Ontario ST @ Delaware Ave/ Railroad Dr WB CO,5506,-73.68449964,42.77233061,922,Cohoes,DELAWARE AVENUE,No,No,No,No,No,No,"(42.77233061, -73.68449964)"
Carman Rd & Sunset Ln,1612,-73.93779,42.72695,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.72695, -73.93779)"
118th Street Station - 2nd Ave & 118th St,769,-73.67561,42.77838,923,Troy,118TH STREET,No,Yes,Yes,No,Yes,No,"(42.77838, -73.67561)"
Watervliet Shaker Rd & Career Path,12643,-73.83713,42.743269,155,Colonie,WESTCHESTER DRIVE,No,No,No,No,Yes,No,"(42.743269, -73.83713)"
TSP South Pearl @ State St NB CO,5332,-73.75257653,42.65002575,"922, 923",Albany,MAIDEN LANE,No,No,No,No,No,No,"(42.65002575, -73.75257653)"
Mohawk Ave & S. Reynolds St,13243,-73.968412,42.827658,602,Glenville,NORTH REYNOLDS STREET,No,No,No,No,Yes,No,"(42.827658, -73.968412)"
Northern Blvd & Pennsylvania Ave,10126,,,"182, 737, 801, 803",Albany,NORTHERN BOULEVARD,No,No,No,No,Yes,No,
Central Ave & Culver Ave (Maywood School),2962,-73.86232,42.7435,355,Colonie,MASSACHUSETTS AVENUE,No,No,No,No,Yes,No,"(42.7435, -73.86232)"
Ballina St & Donegal Ave,4488,-73.6768,42.70174,802,Troy,ADARE ROAD,No,No,No,No,Yes,No,"(42.70174, -73.6768)"
Broadway & Steuben St,3940,-73.749925,42.651258,"10, 12, 22, 114, 115, 224, 519, 522, 524, 525, 540, 560",Albany,STEUBEN STREET,Yes,No,Yes,No,Yes,No,"(42.651258, -73.749925)"
1335 Midline Rd,13326,,,601,Amsterdam,HARROWER LANE,No,No,No,No,Yes,No,
Clinton Ave & Henry Johnson Blvd,3472,-73.76129,42.66085,"125, 801, 803, 805",Albany,LARK STREET,No,No,No,No,Yes,No,"(42.66085, -73.76129)"
Nott Terr & Franklin St,3589,-73.93621,42.8114,"351, 354, 370",Schenectady,VALE-CENTRAL PARK CONNECTOR,No,No,No,No,Yes,No,"(42.8114, -73.93621)"
Rt 4 & Sunset Rd,11147,,,"224, 808",North Greenbush,SUNSET ROAD,No,No,No,No,Yes,No,
Guilderland Ave & Ferndale Ave,1645,,,"763, 810",Schenectady,FERNDALE AVENUE,No,No,No,No,Yes,No,
TSP Second Ave @ 112th St SB CO,5200,-73.678954,42.770969,"922, 923",Troy,UNKNOWN,No,No,No,No,No,No,"(42.770969, -73.678954)"
East St & Fourth Ave,317,-73.74058,42.6394,"114, 214, 808",Rensselaer,UNKNOWN,No,No,No,No,Yes,No,"(42.6394, -73.74058)"
George St & Clinton St,11026,-73.69246,42.741922,182,Green Island,CLINTON STREET,No,No,No,No,Yes,No,"(42.741922, -73.69246)"
48 New Turnpike Rd,10982,-73.66643,42.78938,85,Troy,125TH STREET,No,No,No,No,Yes,No,"(42.78938, -73.66643)"
Ten Broeck St & Ten Broeck Pl,655,,,801,Albany,2ND STREET,No,No,No,No,No,No,
S. Pearl St & Hudson Ave,10023,-73.75385,42.64781,"100, 106, 107, 233, 806, 870, 872",Albany,HUDSON AVENUE,No,No,No,No,Yes,No,"(42.64781, -73.75385)"
Lisha Kill Preserve,15589,,,873,Niskayuna,ROSENDALE ROAD,No,No,No,No,Yes,No,
Rt 50 & Ballston Ave,12248,-73.852319,42.988688,450,Ballston,UNKNOWN,No,No,No,No,Yes,No,"(42.988688, -73.852319)"
S. Manning Blvd & Whitehall Rd,1137,-73.80929,42.65035,"801, 803, 805",Albany,WHITEHALL ROAD,No,No,No,No,No,No,"(42.65035, -73.80929)"
5th Ave & 103rd St,4403,-73.68034,42.75928,85,Troy,103RD STREET,No,No,No,No,Yes,No,"(42.75928, -73.68034)"
1383 Washington Ave (Fairfield Inn),3262,,,"12, 114, 801",Albany,UNKNOWN,No,No,No,No,Yes,No,
Central Ave & Ontario St,209,-73.77503,42.6671,"1, 712, 801, 806, 807",Albany,UNKNOWN,Yes,Yes,Yes,No,Yes,No,"(42.6671, -73.77503)"
Quail St & Clinton Ave,1954,-73.771664,42.666552,100,Albany,CLINTON AVENUE,No,No,No,No,Yes,No,"(42.666552, -73.771664)"
Rt 7 & Mohegan Rd,2495,-73.874172,42.792095,370,Niskayuna,MOHEGAN ROAD,No,No,No,No,Yes,No,"(42.792095, -73.874172)"
Central Ave & Frederick Ave,12874,,,"1, 807",Colonie,UNKNOWN,No,No,Yes,No,Yes,No,
Clizbe Ave & Stella Ln,13276,-74.168493,42.948093,600,Amsterdam,STELLA LANE,No,No,No,No,Yes,No,"(42.948093, -74.168493)"
Main St & Newark St,4088,-73.70057,42.76767,"182, 522",Cohoes,GEORGE STREET,No,No,No,No,Yes,No,"(42.76767, -73.70057)"
700 Patroon Creek Blvd (SEFCU),10357,-73.80691,42.68384,712,Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.68384, -73.80691)"
Delaware Ave & Mona Terr,480,-73.77419,42.64415,"18, 801, 803, 805, 806",Albany,MONA TERRACE,Yes,No,No,No,Yes,No,"(42.64415, -73.77419)"
TSP Second Ave @ Hoffman Ave SB CO,5300,-73.7771677,42.63908914,922,Albany,HOFFMAN AVENUE,No,No,No,No,No,No,"(42.63908914, -73.7771677)"
New Loudon Rd & Glennon Rd,1886,-73.762368,42.73248,182,Colonie,GLENNON ROAD,No,No,No,No,Yes,No,"(42.73248, -73.762368)"
Rt 50 @ Target Glenville,2344,-73.932824,42.867397,450,Glenville,UNKNOWN,No,No,No,No,Yes,No,"(42.867397, -73.932824)"
Bridge St & Canalway Trail,13317,,,601,Amsterdam,CENTER STREET,No,No,No,No,Yes,No,
Old Loudon Rd & Cobbee Rd,3100,-73.754298,42.756553,182,Colonie,JEANNE JUGAN LANE,No,No,No,No,Yes,No,"(42.756553, -73.754298)"
State St & Elm St,2387,-73.923451,42.797566,"355, 810, 812",Schenectady,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.797566, -73.923451)"
Nott St & Lennox Rd,12498,-73.9222,42.82014,"354, 810, 998",Schenectady,LENOX ROAD,No,No,No,No,Yes,No,"(42.82014, -73.9222)"
Union St & Balltown Rd,3554,-73.892879,42.798872,370,Niskayuna,BALLTOWN ROAD,No,No,No,No,Yes,No,"(42.798872, -73.892879)"
Guilderland Ave & Laura St,1618,-73.9694,42.7892,763,Rotterdam,VISCHER AVENUE,No,No,No,No,Yes,No,"(42.7892, -73.9694)"
TSP Broadway @ Livingston Ave SB CI,5263,-73.74689591,42.65904603,"922, 923",Albany,BROADWAY,No,No,No,No,No,No,"(42.65904603, -73.74689591)"
Excelsior Ave & East Ave,12200,-73.773051,43.089846,"450, 452",Saratoga Springs,UNKNOWN,No,No,No,No,Yes,No,"(43.089846, -73.773051)"
Monument Square Apts,15599,,,815,Troy,BROADWAY,No,No,No,No,Yes,No,
Old Karner Rd at Post Office,12638,-73.8502,42.728447,155,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.728447, -73.8502)"
Van Vranken Ave & Kenwood St,11273,-73.924952,42.822913,"351, 810, 998",Schenectady,LANG STREET,No,No,No,No,Yes,No,"(42.822913, -73.924952)"
Rt 50 & Market 32 Plaza,2307,-73.930378,42.87305,450,Glenville,UNKNOWN,No,No,No,No,Yes,No,"(42.87305, -73.930378)"
TSP Broadway @ Wards Ln SB CI,5253,-73.73009505,42.68517324,"922, 923",Colonie,UNKNOWN,No,No,No,No,No,No,"(42.68517324, -73.73009505)"
Curry Rd & Van Derverne St,11206,-73.95414,42.77733,763,Rotterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.77733, -73.95414)"
S. Manning Blvd & Hackett Blvd,11609,-73.80659,42.65336,"106, 801, 803, 805",Albany,ARTHUR DRIVE,No,No,No,No,Yes,No,"(42.65336, -73.80659)"
N. Main Ave & Western Ave,11913,-73.788249,42.665215,805,Albany,MADISON AVENUE,No,No,No,No,No,No,"(42.665215, -73.788249)"
Maple Rd & Hilton Dr (Nature Bus),1807,-73.90659,42.64426,519,New Scotland,EAGLE COURT,No,No,No,No,No,No,"(42.64426, -73.90659)"
Quail St & Clinton Ave,10701,-73.77084,42.66685,100,Albany,1ST STREET,No,No,No,No,Yes,No,"(42.66685, -73.77084)"
242 McClellan St (Daly Funeral Home),2299,-73.92106,42.80301,"352, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.80301, -73.92106)"
TSP Second Ave @ 112th St SB CI,5523,-73.67835673,42.77231103,923,Troy,113TH STREET,No,No,No,No,No,No,"(42.77231103, -73.67835673)"
Western Ave & Norman Ave,10209,-73.88659,42.69732,763,Guilderland,NORMAN AVENUE,No,No,No,No,Yes,No,"(42.69732, -73.88659)"
Guilderland Ave & Genesee St,1646,-73.96275,42.79564,763,Schenectady,GENESEE STREET,No,No,No,No,Yes,No,"(42.79564, -73.96275)"
Hedley District Station - King St & River St,12969,,,"87, 96, 922, 923, 999",Troy,JACOB STREET,No,No,Yes,No,Yes,No,
Project St & Delaware Ave,10975,-73.67902,42.71108,"289, 802",Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.71108, -73.67902)"
Western Ave & Upper Hillcrest St,10617,-73.82848,42.6781,"10, 808",Guilderland,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.6781, -73.82848)"
Sand Creek Rd & Berkshire Dr,10567,-73.80285,42.70748,125,Colonie,AHL AVENUE,No,No,No,No,Yes,No,"(42.70748, -73.80285)"
Broadway & Division St,11515,-73.785599,43.081197,"450, 452, 875",Saratoga Springs,PHILA STREET,No,No,No,No,Yes,No,"(43.081197, -73.785599)"
Broadway & Glenwood Rd,4222,-73.71858,42.69897,22,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.69897, -73.71858)"
15th St & Hoosick St,12362,-73.674892,42.738795,"289, 802",Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.738795, -73.674892)"
Lisha's Kill Reformed Church Cemetery,11321,-73.87434,42.75386,355,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.75386, -73.87434)"
1502 Chrisler Ave (Mont Pleasant Commons),11169,-73.93931,42.79162,353,Schenectady,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.79162, -73.93931)"
TSP South Pearl @ Morton Ave / Rensselaer St SB CI,5285,-73.756644,42.642192,"922, 923",Albany,ARCH STREET,No,No,No,No,No,No,"(42.642192, -73.756644)"
Buff Rd & Quiet Harbor Dr,12855,,,451,Saratoga Springs,QUIET HARBOR DRIVE,No,No,No,No,Yes,No,
Quail St & Washington Ave,3457,-73.77541,42.66365,"100, 801, 803",Albany,WASHINGTON AVENUE,No,No,No,No,Yes,No,"(42.66365, -73.77541)"
Bloomingrove Rd & VRM,4180,-73.67688,42.68736,85,North Greenbush,WE CARE LANE,No,No,Yes,No,Yes,No,"(42.68736, -73.67688)"
New Scotland Rd & Southwood Dr,2153,-73.87193,42.6277,"519, 872",Unknown,UNKNOWN,No,No,No,No,Yes,No,"(42.6277, -73.87193)"
2152 Van Vranken Ave,11280,-73.91965,42.83117,"810, 998",Schenectady,SALINA STREET,No,No,No,No,Yes,No,"(42.83117, -73.91965)"
McDonald Ave & Bradford Rd,13031,,,810,Schenectady,BRADFORD ROAD,No,No,No,No,No,No,
84 Holland Ave,10817,-73.77507,42.64997,"100, 805",Albany,UNKNOWN,No,No,Yes,No,Yes,No,"(42.64997, -73.77507)"
Columbia St & Trull St,8020,-73.706047,42.769957,522,Cohoes,IMPERIAL AVENUE,No,No,No,No,Yes,No,"(42.769957, -73.706047)"
TSP Broad St @ 3rd St WB CO,5551,-73.67847174,42.79024743,923,Waterford,3RD STREET,No,No,No,No,No,No,"(42.79024743, -73.67847174)"
Wesleyan Ave. & Evelyn Ave,13436,,,600,Amsterdam,EVELYN STREET,No,No,No,No,Yes,No,
Fuller Rd & Sandidge Way,12664,-73.832281,42.688143,"117, 190",Albany,SANDIDGE WAY,No,No,No,No,Yes,No,"(42.688143, -73.832281)"
Corning Riverfront/Skyway/Water St Lot Rear Ent.,13012,,,525,Albany,UNKNOWN,No,No,No,No,Yes,No,
1900 Central Ave (Colonie Plaza),2367,-73.852614,42.73479,355,Colonie,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.73479, -73.852614)"
Quail St & State St,3485,-73.77622,42.66291,"100, 801, 803",Albany,SPRING STREET,No,No,No,No,Yes,No,"(42.66291, -73.77622)"
Henry Johnson Blvd & 2nd St,3340,-73.75986,42.662665,"182, 737, 801, 803",Albany,3RD STREET,No,No,Yes,No,Yes,No,"(42.662665, -73.75986)"
Excelsior Ave & High Rock Ave,12225,-73.77658,43.08843,"450, 452",Saratoga Springs,HIGH ROCK AVENUE,No,No,No,No,Yes,No,"(43.08843, -73.77658)"
St. Mary's Hospital-Troy,3815,,,289,Troy,UNKNOWN,No,No,No,No,Yes,No,
Old Loudon Rd & Jeanne Jugan Ln,1898,-73.754253,42.756057,182,Colonie,LATHAM RIDGE ROAD,No,No,No,No,Yes,No,"(42.756057, -73.754253)"
Everett Rd & Westside Dr (Kross Keys),10367,-73.77517,42.69291,"99, 737",Colonie,KROSS KEYS DRIVE,No,No,No,No,Yes,No,"(42.69291, -73.77517)"
New Scotland Rd & Mason Ln,569,-73.88561,42.6283,"519, 872",New Scotland,MASON LANE,No,No,No,No,Yes,No,"(42.6283, -73.88561)"
768 Rt 50 (Saratoga Rd),2431,-73.903588,42.903981,450,Glenville,UNKNOWN,No,No,No,No,Yes,No,"(42.903981, -73.903588)"
Guy Park Ave & Henrietta St,13225,,,602,Amsterdam,HENRIETTA STREET,No,No,No,No,Yes,No,
Western Ave & Brookline Ave,247,-73.79846,42.66856,"10, 11, 115, 801, 803, 806, 808",Albany,BROOKLINE AVENUE,No,No,No,No,Yes,No,"(42.66856, -73.79846)"
TSP Broadway @ N 2ND St SB CO,5258,-73.7383149,42.67189845,"922, 923",Albany,SOUTH STREET,No,No,No,No,No,No,"(42.67189845, -73.7383149)"
State St & McClellan St,2261,-73.92632,42.80006,"355, 812",Schenectady,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.80006, -73.92632)"
Broadway & Draper Ave,2825,-73.9743,42.79409,351,Rotterdam,DRAPER AVENUE,No,No,No,No,Yes,No,"(42.79409, -73.9743)"
N. Pearl St & Clinton Ave (Palace Theater),10677,-73.7499,42.65468,"100, 106, 872",Albany,NORTH PEARL STREET,Yes,No,Yes,No,Yes,No,"(42.65468, -73.7499)"
Lincoln Ave & Homestead Ave,13426,,,801,Albany,WINTHROP AVENUE,No,No,No,No,No,No,
5th Ave & 124th St,4467,-73.66876,42.78471,85,Troy,124TH STREET,No,No,No,No,Yes,No,"(42.78471, -73.66876)"
Clinton St & Vermont St,12148,-73.788,43.08858,452,Saratoga Springs,ALGER STREET,No,No,No,No,Yes,No,"(43.08858, -73.788)"
Airline Drive @CBA Entrance,12761,-73.820749,42.733435,155,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.733435, -73.820749)"
Deleware Ave & Roweland Ave,1322,-73.839012,42.619991,18,Bethlehem,WINNE ROAD,No,No,No,No,Yes,No,"(42.619991, -73.839012)"
1619 Broadway,3676,-73.959333,42.800682,"351, 763, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.800682, -73.959333)"
Rt 50 & Malta Ave,2313,-73.84879,43.00331,450,Milton,UNKNOWN,No,No,No,No,Yes,No,"(43.00331, -73.84879)"
Sand Creek Rd & E. Alfred Dr,10529,-73.80315,42.70764,125,Colonie,BERKSHIRE DRIVE,No,No,No,No,Yes,No,"(42.70764, -73.80315)"
Pawling Ave & Balsam Ave,4352,-73.6749,42.71984,"286, 289, 802",Troy,LINDEN AVENUE,No,No,No,No,Yes,No,"(42.71984, -73.6749)"
Central Ave & King Ave,3414,-73.78493,42.67572,"1, 712, 801, 807",Albany,GRANT AVENUE,No,No,No,No,Yes,No,"(42.67572, -73.78493)"
500 16th St (Henratta Apartments),12631,,,815,Watervliet,UNKNOWN,No,No,No,No,Yes,No,
Catholic Central School - Latham,13389,,,182,Colonie,UNKNOWN,No,No,No,No,Yes,No,
3rd St & Catherine St,11401,-73.73426,42.65075,"214, 808",Rensselaer,CATHERINE STREET,No,No,No,No,Yes,No,"(42.65075, -73.73426)"
TSP South Pearl @ Mt Hope CI,5527,-73.762811,42.634661,923,Albany,GREEN STREET,No,No,No,No,No,No,"(42.634661, -73.762811)"
Rt 7 & Ronald Dr,3621,-73.81768,42.76819,370,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.76819, -73.81768)"
Second Ave & Grandview Terr,3381,-73.767738,42.63909,"106, 801, 805, 872",Albany,GRANDVIEW TERRACE,No,No,No,No,Yes,No,"(42.63909, -73.767738)"
Gateway Plaza - State St & Washington Ave,2421,-73.948062,42.815198,"353, 354, 355, 370, 450, 602, 763, 810, 873, 905",Schenectady,WASHINGTON AVENUE,Yes,Yes,Yes,No,Yes,No,"(42.815198, -73.948062)"
Vley Rd & 5th St,1728,-73.962793,42.833097,353,Glenville,5TH STREET,No,No,No,No,Yes,No,"(42.833097, -73.962793)"
Main Ave & Bellemead St,3782,-73.63636,42.6946,286,North Greenbush,ASHCROFT STREET,No,No,No,No,Yes,No,"(42.6946, -73.63636)"
TSP South Pearl @ Schuyler St NB CI,5317,-73.75818014,42.63926727,"922, 923",Albany,ALEXANDER STREET,No,No,No,No,No,No,"(42.63926727, -73.75818014)"
Pawling Ave & Pinewoods Ave,4336,-73.672631,42.718524,"286, 289, 802",Troy,BALSAM AVENUE,No,No,No,No,Yes,No,"(42.718524, -73.672631)"
Schenectady High School,12814,,,810,Schenectady,UNKNOWN,No,No,No,No,No,No,
Target (N Greenbush Shopping Bus),12839,,,821,Unknown,UNKNOWN,No,No,No,No,No,No,
5th Ave & 118th St,4411,-73.67202,42.7776,85,Troy,118TH STREET,No,No,No,No,Yes,No,"(42.7776, -73.67202)"
5th Ave & Ferry St,13048,,,802,Troy,UNKNOWN,No,No,No,No,Yes,No,
TSP South Pearl @ Fourth Ave SB CO,5290,-73.75835936,42.63899542,"922, 923",Albany,4TH AVENUE,No,No,No,No,No,No,"(42.63899542, -73.75835936)"
Rt 7 & Pearse Rd,2479,-73.862371,42.785005,"370, 873",Niskayuna,PEARSE ROAD,No,No,No,No,Yes,No,"(42.785005, -73.862371)"
